word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam,Predicted_spam
High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Medium,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,0,0
Zero,High,Zero,Zero,High,Medium,Zero,Zero,Zero,Low,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Low,Zero,Medium,Zero,Zero,Zero,Low,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Medium,Zero,Medium,Zero,Zero,Zero,High,Zero,Low,Zero,Zero,Zero,Zero,High,Medium,Medium,Zero,Zero,Low,Low,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,0,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,High,Zero,Zero,Low,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Low,Zero,0,0
Zero,Zero,Medium,Zero,Medium,Zero,High,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Medium,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,High,Medium,Zero,Medium,Medium,Medium,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Medium,Zero,High,High,Zero,Zero,Zero,Zero,Medium,High,Zero,Medium,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Medium,Medium,Low,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,High,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Medium,Zero,Zero,Zero,High,Low,Low,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Medium,High,Zero,Medium,Medium,Low,1,1
Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Low,Zero,Zero,Zero,Zero,Medium,Low,Low,Medium,Low,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Medium,Medium,Medium,0,0
Zero,Zero,High,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Low,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Low,Low,Zero,1,1
Zero,Low,High,Zero,Medium,Low,High,Zero,Zero,Low,Zero,Low,Low,Zero,Medium,High,Medium,Low,High,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Medium,Zero,Low,Medium,Medium,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Medium,Low,Medium,0,0
Zero,Zero,High,Zero,Low,Medium,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,High,Zero,Zero,High,Zero,High,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Medium,Zero,Zero,Medium,Medium,Medium,1,1
Medium,Medium,Medium,Zero,Low,Low,Low,Low,Medium,High,Medium,Medium,Medium,High,Low,Low,Medium,Zero,High,Zero,Medium,Zero,Medium,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Low,Zero,Medium,High,Medium,Medium,Medium,Medium,1,1
Zero,Zero,High,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Low,Zero,Zero,Zero,Low,Zero,High,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,High,Zero,High,Zero,Zero,Zero,Zero,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,High,Zero,Zero,Low,Medium,Medium,Medium,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,0,0
High,Zero,Medium,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Low,Zero,Zero,Zero,High,High,Medium,Low,Medium,Medium,Medium,Medium,Zero,Medium,Medium,Medium,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,High,Zero,Medium,Zero,Zero,Medium,Medium,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Low,Zero,Zero,Low,High,Low,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,High,Low,Medium,Low,Low,High,Low,Low,Medium,1,1
Zero,Zero,Zero,Zero,Low,Zero,Zero,Medium,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Medium,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Medium,Zero,Zero,Low,Zero,Low,Low,Medium,0,0
Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Low,Zero,Zero,Zero,High,Medium,Medium,Low,Low,Low,Low,Low,Zero,Low,Low,Low,Medium,Zero,Zero,Medium,Zero,Zero,Medium,Zero,Medium,Zero,Zero,Zero,Zero,High,High,Zero,Zero,Zero,Zero,Low,Low,0,0
Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Low,Low,Zero,1,1
Zero,Zero,Medium,Zero,Zero,High,Zero,Zero,High,Zero,Zero,High,Zero,Zero,Zero,Low,Zero,Zero,High,Zero,Medium,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Low,Medium,Zero,Low,Medium,Medium,1,1
High,Medium,Low,Zero,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,High,Low,Low,Medium,Zero,High,Zero,Medium,Zero,Low,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Medium,High,Medium,Medium,Medium,Medium,1,1
Zero,Medium,High,Zero,Low,Zero,Low,Zero,Zero,Medium,Low,Zero,Low,Zero,Low,Low,Zero,Medium,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Low,Low,Medium,Medium,Medium,1,1
Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Low,Low,Low,Zero,Medium,Low,Medium,Zero,Low,Low,High,Low,Low,Low,Zero,Low,Low,Zero,Zero,Zero,Low,Zero,Low,Zero,Low,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,High,Low,Low,Low,Zero,Low,Low,Medium,0,0
High,Low,Medium,Zero,Low,Medium,Zero,Low,Zero,Medium,Low,Medium,High,Zero,Low,Zero,Zero,Low,Medium,Zero,Medium,Zero,Medium,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,High,High,Medium,Medium,Medium,Medium,1,1
Zero,Zero,Medium,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Medium,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Zero,Low,Medium,Zero,Medium,Low,Medium,Medium,Zero,Zero,Medium,Medium,Medium,Medium,Zero,Low,Zero,Low,Low,Low,0,0
Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Medium,Zero,Low,Zero,Zero,Zero,Zero,Medium,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Medium,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,0,0
Zero,Zero,Low,Zero,Medium,High,Medium,Medium,Zero,Zero,Zero,Low,Medium,Zero,Zero,Low,Low,Zero,Medium,Zero,High,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Medium,Low,Zero,Zero,Low,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,High,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,0,0
High,High,High,Zero,Medium,Zero,Zero,Medium,Zero,High,Zero,High,Zero,High,Zero,Medium,Zero,Zero,Medium,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,High,Medium,Medium,Medium,Medium,Medium,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Low,Zero,Zero,0,1
Zero,Zero,Low,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Medium,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Low,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Low,Medium,Medium,0,0
Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Medium,High,High,Zero,Zero,Zero,High,Zero,Low,High,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Low,Zero,Zero,Zero,Low,1,1
Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Low,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Medium,Medium,Low,0,0
Low,Low,High,Zero,Low,Low,Zero,High,Medium,Low,Zero,Low,Medium,Low,Medium,Low,Low,Low,High,Low,High,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Low,Zero,Medium,Low,Zero,Low,Low,Medium,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,0,0
Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Low,Zero,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,1,0
High,Low,Medium,Zero,Low,Low,Zero,Low,Medium,Low,Medium,High,Medium,High,Low,Low,Medium,Medium,High,Zero,Low,Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Low,Zero,Medium,Medium,High,Medium,Medium,Medium,1,1
Zero,Zero,High,Zero,Medium,Zero,Medium,Medium,Zero,High,Zero,Low,High,Zero,High,Zero,Zero,High,Medium,Zero,High,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Medium,High,Zero,Low,Low,Medium,1,1
Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,High,Medium,Medium,Medium,1,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,0,0
Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Low,1,1
Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,High,Low,Zero,Zero,Zero,Zero,Zero,Medium,Low,Zero,Medium,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Low,Zero,Medium,Zero,Zero,Zero,Zero,Low,1,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Medium,Medium,Zero,Zero,Zero,Zero,Zero,Low,Medium,0,0
Low,Zero,Low,Zero,Medium,Low,Low,Medium,Low,Low,Zero,Medium,Low,Low,Zero,Zero,Low,Low,Low,Zero,High,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Low,Low,Zero,Medium,Medium,Medium,1,1
Zero,High,High,Zero,Zero,Zero,High,High,Zero,High,Zero,Medium,Zero,Zero,Zero,Zero,High,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,1,1
Medium,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Medium,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Low,Zero,Zero,Zero,Medium,Zero,Low,Zero,Zero,Zero,Zero,Low,0,0
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Medium,Zero,Low,High,High,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,High,Low,High,Medium,Medium,Medium,1,1
Medium,Zero,Low,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Zero,Zero,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Zero,Low,Medium,Zero,Low,Low,High,Low,Zero,Zero,Zero,Low,High,Medium,Zero,Zero,Zero,Low,Low,Medium,0,0
Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,High,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Low,Low,0,0
Zero,Zero,Medium,Zero,High,Zero,Zero,Zero,Medium,Zero,Zero,High,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Low,Zero,Zero,Zero,Medium,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Medium,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Medium,Medium,0,0
